Name,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
nan,Transfer,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown
Phillis,Return_to_owner,Cat,Spayed Female,6 years,Siamese Mix,Flame Point
Rambo,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
Hugh,Adoption,Cat,Neutered Male,2 months,Siamese Mix,Flame Point
Prissy,Adoption,Cat,Spayed Female,9 years,Domestic Shorthair Mix,White/Brown Tabby
Bahgeera,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
Boss,Return_to_owner,Dog,Neutered Male,5 years,Pit Bull Mix,Tan/White
Maggie,Return_to_owner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
nan,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Orange Tabby
Shadow,Return_to_owner,Dog,Neutered Male,3 years,Great Dane Mix,Black
Mac,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor
Greta,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
Lucy,Transfer,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
Max,Return_to_owner,Dog,Neutered Male,7 years,Pug Mix,Brown/Black
nan,Transfer,Dog,Intact Female,6 years,Labrador Retriever/English Pointer,Black/White
Cuddles,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
nan,Euthanasia,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
Maverick,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
Corny,Adoption,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,White/Tan
nan,Euthanasia,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
nan,Transfer,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/White
nan,Transfer,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black Smoke/Brown Tabby
nan,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair,White/Black
nan,Transfer,Cat,Unknown,3 weeks,Siamese Mix,Seal Point
Rosie,Return_to_owner,Dog,Spayed Female,12 years,Chihuahua Shorthair/Miniature Schnauzer,Black/Tan
Cayenne,Return_to_owner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby/White
Juju,Adoption,Dog,Spayed Female,13 years,Labrador Retriever Mix,Yellow
nan,Transfer,Dog,Intact Male,1 week,German Shepherd Mix,Tan
Melly,Transfer,Dog,Spayed Female,6 years,Beauceron Mix,Black/Tan
Tandie,Euthanasia,Dog,Spayed Female,2 years,Boxer/Staffordshire,Tan/Black
Lucky,Return_to_owner,Dog,Neutered Male,4 years,Siberian Husky Mix,Gray/White
Munec0,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Tan
Ghost,Adoption,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Brown Tabby/White
Rooster,Transfer,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
Vince,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,White/Brown
Bunny,Transfer,Cat,Intact Female,1 month,Japanese Bobtail Mix,Torbie
nan,Adoption,Dog,Spayed Female,2 years,Glen Of Imaal Mix,Black
Spruce,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
Fuzzo,Return_to_owner,Dog,Neutered Male,11 years,Pit Bull Mix,Brown/White
nan,Adoption,Dog,Spayed Female,1 month,Golden Retriever Mix,Brown
Peanut,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
nan,Transfer,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Blue/White
Tate,Return_to_owner,Dog,Intact Male,2 years,Yorkshire Terrier,Black/Red
Blackie,Transfer,Dog,Intact Female,2 months,Rottweiler Mix,Black/Brown Brindle
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
nan,Euthanasia,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
nan,Adoption,Dog,Spayed Female,5 years,Shih Tzu,Cream
Max,Transfer,Dog,Neutered Male,9 years,German Shepherd Mix,Red/Black
nan,Euthanasia,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
Sasha,Adoption,Dog,Spayed Female,2 years,Siberian Husky,Black/Tan
Fiona,Transfer,Dog,Spayed Female,10 years,Labrador Retriever Mix,Red/Black
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White
nan,Transfer,Dog,Intact Male,5 months,German Shepherd Mix,White
Huey,Adoption,Dog,Neutered Male,4 months,Anatol Shepherd/Great Pyrenees,Tan/Black
Cookie,Return_to_owner,Dog,Neutered Male,2 years,Border Collie/Great Pyrenees,Black/White
Jack,Transfer,Dog,Neutered Male,5 years,German Shepherd,Black/Tan
Tiny Louise,Adoption,Dog,Spayed Female,1 year,Jack Russell Terrier/Chihuahua Shorthair,Tricolor
Moon,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
Scruffy,Adoption,Dog,Neutered Male,2 years,Miniature Poodle Mix,Gray
nan,Transfer,Cat,Intact Male,5 weeks,Domestic Medium Hair Mix,Orange Tabby
Estrella,Transfer,Cat,Spayed Female,4 years,Maine Coon Mix,Brown Tabby/White
Remington,Return_to_owner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
Aurora,Adoption,Dog,Spayed Female,5 months,German Shepherd/Labrador Retriever,Black/White
Helen,Adoption,Cat,Spayed Female,12 years,Siamese,Seal Point
Kizma,Adoption,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
Thing 2,Return_to_owner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
Sadie,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Red/White
Zoe,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
nan,Transfer,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown/White
Multipass,Adoption,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Brown
nan,Return_to_owner,Dog,Neutered Male,9 years,Rat Terrier Mix,White/Brown
Sprinkle,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico/White
Paisley,Transfer,Dog,Spayed Female,6 months,Labrador Retriever Mix,Chocolate
nan,Transfer,Dog,Intact Male,2 days,Labrador Retriever Mix,Cream
nan,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
Bella,Return_to_owner,Dog,Spayed Female,10 years,Rottweiler,Black/Tan
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
nan,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
Willow,Adoption,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
nan,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Blue/White
Oso,Return_to_owner,Dog,Neutered Male,2 months,German Shepherd,Brown Brindle
Miley,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
Walter,Adoption,Cat,Neutered Male,2 months,Snowshoe Mix,Seal Point
Lolly,Transfer,Dog,Spayed Female,5 months,Labrador Retriever Mix,Chocolate
Bernard,Transfer,Dog,Neutered Male,2 years,Rottweiler Mix,Black
Q-Tip,Transfer,Dog,Intact Male,10 months,Pit Bull Mix,Brown/White
nan,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black
Squeek,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
Alana,Adoption,Dog,Spayed Female,5 months,Pit Bull Mix,Brown Brindle
nan,Euthanasia,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
nan,Transfer,Dog,Spayed Female,1 year,Beagle/Chihuahua Shorthair,Yellow
Celste,Return_to_owner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
nan,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
Sunny,Transfer,Dog,Neutered Male,3 years,Labrador Retriever Mix,White
nan,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Brown Tabby/White
Leonard,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby/White
Buster,Transfer,Dog,Neutered Male,5 months,Dachshund Mix,Red/White
Cocoa,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
Rusty,Transfer,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby
Fisk,Return_to_owner,Dog,Neutered Male,6 years,Pit Bull Mix,Blue
nan,Transfer,Cat,Intact Female,3 days,Domestic Longhair Mix,Calico/White
Maya,Adoption,Dog,Spayed Female,2 years,Australian Shepherd/Border Collie,Blue Merle/White
nan,Transfer,Cat,Intact Male,2 days,Domestic Shorthair Mix,Orange Tabby
Pontiac,Transfer,Dog,Neutered Male,2 years,Queensland Heeler Mix,Black/Brown
nan,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
Pinto,Transfer,Dog,Neutered Male,2 years,Pointer Mix,Brown Brindle/White
nan,Adoption,Dog,Spayed Female,2 months,Australian Kelpie Mix,Yellow Brindle/White
Roscoe,Return_to_owner,Dog,Neutered Male,2 years,Cardigan Welsh Corgi/Australian Cattle Dog,Tan/Brown
Ellie,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
Yeti,Adoption,Dog,Neutered Male,4 years,Great Pyrenees Mix,White/Brown
nan,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
Kramer,Adoption,Dog,Neutered Male,4 years,Boxer Mix,Brown/Black
Angel,Return_to_owner,Cat,Neutered Male,11 years,Domestic Medium Hair Mix,White
nan,Transfer,Cat,Intact Female,1 year,Domestic Longhair Mix,Blue
nan,Transfer,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Silver Tabby
Mason,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
Loretta,Transfer,Dog,Spayed Female,2 years,Harrier Mix,Tricolor
Marylyn,Return_to_owner,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Yellow
nan,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
nan,Transfer,Dog,Intact Female,1 month,Pit Bull Mix,White/Black
Jaws,Return_to_owner,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle/White
Kinki,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
Chance,Adoption,Dog,Neutered Male,10 months,Labrador Retriever Mix,Chocolate/Tan
Hercules,Return_to_owner,Cat,Neutered Male,11 years,Siamese Mix,Lynx Point/White
Hercules,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle
Bandit,Adoption,Dog,Intact Male,3 months,Great Pyrenees Mix,Sable/White
Lucky,Return_to_owner,Dog,Neutered Male,2 years,German Shepherd Mix,Tan
Kahleesi,Return_to_owner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie
Pepper,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
Micro,Adoption,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point
Louisa,Adoption,Cat,Spayed Female,2 months,Snowshoe Mix,Calico Point
Ranger,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
Tuna,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
Willow,Return_to_owner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red/White
nan,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue
Mars,Transfer,Dog,Intact Female,1 year,Queensland Heeler Mix,Blue Tick/Black
nan,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
nan,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
Leon,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
Pancho,Return_to_owner,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray/Cream
nan,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
Luis,Died,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
nan,Adoption,Dog,Neutered Male,3 years,Australian Terrier Mix,Brown
Beau,Transfer,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Red/Cream
Caid,Return_to_owner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
nan,Transfer,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie
Beauty,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
Sasha,Euthanasia,Dog,Intact Female,9 years,Rottweiler,Black
Manchas,Return_to_owner,Dog,Spayed Female,10 months,Australian Cattle Dog Mix,Blue Tick
nan,Transfer,Dog,Intact Male,2 days,Labrador Retriever Mix,Brown/White
Sun,Return_to_owner,Dog,Spayed Female,5 years,Chinese Sharpei Mix,Tan
Willow,Return_to_owner,Dog,Spayed Female,1 year,German Shepherd/Labrador Retriever,Red
Bear,Return_to_owner,Dog,Neutered Male,4 years,American Bulldog Mix,Black/White
Brian,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
Cha Cha,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue
nan,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
nan,Euthanasia,Cat,Unknown,5 months,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue Tabby/White
Charm,Adoption,Dog,Spayed Female,6 years,Pit Bull Mix,White/Blue
P. Pistol,Transfer,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
Carmelo,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
Leo,Return_to_owner,Dog,Neutered Male,1 year,Schipperke Mix,Black
nan,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
Hank Cowdog,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/White
Boscoe,Transfer,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
Blue,Adoption,Dog,Neutered Male,9 months,Pit Bull Mix,White/Black
Buckey,Return_to_owner,Dog,Neutered Male,1 year,Siberian Husky Mix,White/Brown
Polly,Adoption,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Black/Brown
nan,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
Margaret,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
nan,Adoption,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black/Tan
Lisbeth,Adoption,Dog,Spayed Female,2 months,Catahoula Mix,Blue Merle/White
nan,Transfer,Cat,Intact Male,1 day,Domestic Shorthair Mix,Black
nan,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
Ophelia,Transfer,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
Poptart,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
nan,Transfer,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,White/Buff
Fern,Transfer,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White
nan,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
Leo,Return_to_owner,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black
nan,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
Charlie,Return_to_owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Brown/White
Izzy,Transfer,Dog,Spayed Female,2 years,Labrador Retriever/Rottweiler,Black
Helio,Transfer,Dog,Neutered Male,5 years,Australian Shepherd Mix,White/Orange
Beth,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
Denver,Adoption,Dog,Neutered Male,1 month,Beagle/German Shepherd,Brown/Black
Apollo,Return_to_owner,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Brown
Sandy,Return_to_owner,Dog,Spayed Female,8 years,Chihuahua Longhair Mix,Brown/White
Hank,Adoption,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Brown
Marigold,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
nan,Euthanasia,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
Huey,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
Jonathon,Transfer,Cat,Intact Male,2 years,Russian Blue Mix,Blue
Friday,Return_to_owner,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
nan,Euthanasia,Dog,Intact Male,6 years,Beauceron Mix,Black/Tan
nan,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
nan,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
nan,Euthanasia,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
Nala,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
Kelly,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
Noah,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange
Miley,Adoption,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby
Macie,Adoption,Dog,Spayed Female,5 months,Labrador Retriever Mix,Brown/White
Squirt,Transfer,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
Artie,Euthanasia,Cat,Neutered Male,4 months,Domestic Longhair Mix,Black
Freyja,Return_to_owner,Dog,Spayed Female,4 years,German Shepherd,Black/Brown
Shadow,Return_to_owner,Dog,Intact Female,3 years,German Shepherd,Black
nan,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair/Dachshund Wirehair,Brown Brindle
Bartholomew,Adoption,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Brown Brindle/White
Alejo,Return_to_owner,Dog,Neutered Male,1 year,Great Pyrenees Mix,Cream/Black
Calvin,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
Bernard,Return_to_owner,Dog,Neutered Male,3 years,Norfolk Terrier Mix,Brown/White
nan,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown
Silver,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
Gidget,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
nan,Transfer,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Brown
Trax,Euthanasia,Cat,Neutered Male,14 years,Domestic Medium Hair Mix,Brown Tabby/White
nan,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
nan,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
Tuco,Adoption,Dog,Neutered Male,2 years,Boxer Mix,White/Black
Pavlov,Return_to_owner,Dog,Neutered Male,6 years,Labrador Retriever/Pit Bull,Brown/White
Dartmouth,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
Gizzard,Return_to_owner,Dog,Neutered Male,5 months,Australian Cattle Dog/Labrador Retriever,Red Merle/White
Ruby,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby
Loki,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Chocolate Point
Violet,Transfer,Cat,Intact Female,1 year,Russian Blue Mix,Blue
Wiggles,Adoption,Dog,Spayed Female,9 months,Catahoula,White/Black
nan,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
Max,Transfer,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan
Smokie,Transfer,Cat,Neutered Male,1 month,Siamese Mix,Blue Point
Maverick,Return_to_owner,Dog,Neutered Male,2 years,German Shepherd/Anatol Shepherd,Sable
Angus,Adoption,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
Alice,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
Harriett,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
nan,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Merle
Oliver,Transfer,Dog,Neutered Male,6 months,Miniature Pinscher,Black/Tan
nan,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
Kerra,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
Bacardi,Adoption,Dog,Neutered Male,3 years,Canaan Dog Mix,Brown
nan,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
Dalton,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
Rocco,Return_to_owner,Dog,Intact Male,6 months,Chihuahua Shorthair,Tan
Katie,Adoption,Dog,Spayed Female,2 years,Labrador Retriever/Border Collie,Black/White
Matilda,Return_to_owner,Dog,Spayed Female,10 months,Pit Bull Mix,White/Blue
Ally,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Chocolate/White
nan,Adoption,Dog,Neutered Male,1 month,German Shepherd Mix,Black/Brown
nan,Adoption,Dog,Neutered Male,3 months,Rhod Ridgeback/Labrador Retriever,Tan/Black
Ramses,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
nan,Transfer,Cat,Intact Female,1 year,Domestic Longhair Mix,Brown Tabby/White
Edgar,Transfer,Dog,Intact Male,4 months,Leonberger Mix,Brown/White
Kya,Adoption,Cat,Spayed Female,13 years,Pixiebob Shorthair Mix,Brown Tabby
Cali,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
Jenny Tyson,Adoption,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Brown/Black
Drusilla,Adoption,Dog,Spayed Female,3 years,Rottweiler,Black/Brown
Anne Bonnie,Return_to_owner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
Sasha,Adoption,Dog,Spayed Female,8 years,Siberian Husky Mix,White
Romeo,Return_to_owner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black
Izzy,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
Sleepy,Adoption,Dog,Neutered Male,2 months,Pointer Mix,Black/White
X,Transfer,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie/White
Norah Jones,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
Charlie,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange Tabby
Archie,Return_to_owner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/Brown
nan,Adoption,Dog,Spayed Female,2 months,Chihuahua Longhair Mix,Tan
Panther,Transfer,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
Yayo,Return_to_owner,Dog,Intact Male,6 months,Pit Bull Mix,Black/White
Cornelius,Adoption,Dog,Neutered Male,5 years,American Eskimo Mix,White
Leona,Adoption,Dog,Spayed Female,9 years,Leonberger Mix,Red/Black
nan,Died,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
Cowboy,Adoption,Dog,Neutered Male,2 years,Australian Shepherd,Blue Merle
Estrella,Return_to_owner,Dog,Spayed Female,4 years,Toy Poodle Mix,Buff
Baby,Adoption,Dog,Intact Female,8 years,Pit Bull Mix,Blue/White
Asner,Return_to_owner,Dog,Neutered Male,5 years,Rottweiler Mix,Black/Tan
Alvin,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
nan,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
Bobby,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
Rory,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Tan/White
Zeke,Adoption,Dog,Neutered Male,5 months,Catahoula/Pit Bull,Brown/White
Max,Euthanasia,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
Tula,Return_to_owner,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
