country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Bahamas,1985,male,75+ years,0.0,1500,Bahamas1985,11393,G.I. Generation
Bahamas,1987,male,35-54 years,2.0,22700,Bahamas1987,12286,Silent
Bahamas,1987,male,25-34 years,1.0,20900,Bahamas1987,12286,Boomers
Bahamas,1987,female,15-24 years,0.0,25100,Bahamas1987,12286,Generation X
Bahamas,1987,female,25-34 years,0.0,21100,Bahamas1987,12286,Boomers
Bahamas,1987,female,35-54 years,0.0,24200,Bahamas1987,12286,Silent
Bahamas,1987,female,5-14 years,0.0,26400,Bahamas1987,12286,Generation X
Bahamas,1987,female,55-74 years,0.0,12100,Bahamas1987,12286,G.I. Generation
Bahamas,1987,female,75+ years,0.0,2900,Bahamas1987,12286,G.I. Generation
Bahamas,1987,male,15-24 years,0.0,26200,Bahamas1987,12286,Generation X
Bahamas,1987,male,5-14 years,0.0,27500,Bahamas1987,12286,Generation X
Bahamas,1987,male,55-74 years,0.0,10200,Bahamas1987,12286,G.I. Generation
Bahamas,1987,male,75+ years,0.0,1600,Bahamas1987,12286,G.I. Generation
Bahamas,1993,male,55-74 years,1.0,9900,Bahamas1993,12698,Silent
Bahamas,1993,female,55-74 years,1.0,11900,Bahamas1993,12698,Silent
Bahamas,1993,male,25-34 years,2.0,25400,Bahamas1993,12698,Boomers
Bahamas,1993,male,35-54 years,2.0,27000,Bahamas1993,12698,Boomers
Bahamas,1993,male,15-24 years,1.0,26800,Bahamas1993,12698,Generation X
Bahamas,1993,female,15-24 years,0.0,26800,Bahamas1993,12698,Generation X
Bahamas,1993,female,25-34 years,0.0,26300,Bahamas1993,12698,Boomers
Bahamas,1993,female,35-54 years,0.0,29300,Bahamas1993,12698,Boomers
Bahamas,1993,female,5-14 years,0.0,27200,Bahamas1993,12698,Millenials
Bahamas,1993,female,75+ years,0.0,2800,Bahamas1993,12698,G.I. Generation
Bahamas,1993,male,5-14 years,0.0,28100,Bahamas1993,12698,Millenials
Bahamas,1993,male,75+ years,0.0,2000,Bahamas1993,12698,G.I. Generation
Bahamas,1994,male,35-54 years,3.0,28300,Bahamas1994,13073,Boomers
Bahamas,1994,female,15-24 years,0.0,26900,Bahamas1994,13073,Generation X
Bahamas,1994,female,25-34 years,0.0,26800,Bahamas1994,13073,Boomers
Bahamas,1994,female,35-54 years,0.0,30800,Bahamas1994,13073,Boomers
Bahamas,1994,female,5-14 years,0.0,27600,Bahamas1994,13073,Millenials
Bahamas,1994,female,55-74 years,0.0,12300,Bahamas1994,13073,Silent
Bahamas,1994,female,75+ years,0.0,3000,Bahamas1994,13073,G.I. Generation
Bahamas,1994,male,15-24 years,0.0,26900,Bahamas1994,13073,Generation X
Bahamas,1994,male,25-34 years,0.0,26000,Bahamas1994,13073,Boomers
Bahamas,1994,male,5-14 years,0.0,28300,Bahamas1994,13073,Millenials
Bahamas,1994,male,55-74 years,0.0,10300,Bahamas1994,13073,Silent
Bahamas,1994,male,75+ years,0.0,2100,Bahamas1994,13073,G.I. Generation
Bahamas,1995,male,25-34 years,1.0,26300,Bahamas1995,13473,Generation X
Bahamas,1995,male,35-54 years,1.0,29800,Bahamas1995,13473,Boomers
Bahamas,1995,female,15-24 years,0.0,26900,Bahamas1995,13473,Generation X
Bahamas,1995,female,25-34 years,0.0,27100,Bahamas1995,13473,Generation X
Bahamas,1995,female,35-54 years,0.0,32300,Bahamas1995,13473,Boomers
Bahamas,1995,female,5-14 years,0.0,27700,Bahamas1995,13473,Millenials
Bahamas,1995,female,55-74 years,0.0,12800,Bahamas1995,13473,Silent
Bahamas,1995,female,75+ years,0.0,3100,Bahamas1995,13473,G.I. Generation
Bahamas,1995,male,15-24 years,0.0,27000,Bahamas1995,13473,Generation X
Bahamas,1995,male,5-14 years,0.0,28600,Bahamas1995,13473,Millenials
Bahamas,1995,male,55-74 years,0.0,10600,Bahamas1995,13473,Silent
Bahamas,1995,male,75+ years,0.0,2300,Bahamas1995,13473,G.I. Generation
Bahamas,1996,male,35-54 years,3.0,30549,Bahamas1996,14297,Boomers
Bahamas,1996,female,15-24 years,0.0,25694,Bahamas1996,14297,Generation X
Bahamas,1996,female,25-34 years,0.0,25178,Bahamas1996,14297,Generation X
Bahamas,1996,female,35-54 years,0.0,32794,Bahamas1996,14297,Boomers
Bahamas,1996,female,5-14 years,0.0,28250,Bahamas1996,14297,Millenials
Bahamas,1996,female,55-74 years,0.0,13723,Bahamas1996,14297,Silent
Bahamas,1996,female,75+ years,0.0,2927,Bahamas1996,14297,G.I. Generation
Bahamas,1996,male,15-24 years,0.0,26103,Bahamas1996,14297,Generation X
Bahamas,1996,male,25-34 years,0.0,25040,Bahamas1996,14297,Generation X
Bahamas,1996,male,5-14 years,0.0,28956,Bahamas1996,14297,Millenials
Bahamas,1996,male,55-74 years,0.0,11476,Bahamas1996,14297,Silent
Bahamas,1996,male,75+ years,0.0,1748,Bahamas1996,14297,G.I. Generation
Bahamas,1997,male,25-34 years,1.0,24917,Bahamas1997,24740,Generation X
Bahamas,1997,male,35-54 years,1.0,31867,Bahamas1997,24740,Boomers
Bahamas,1997,female,15-24 years,0.0,25605,Bahamas1997,24740,Generation X
Bahamas,1997,female,25-34 years,0.0,25276,Bahamas1997,24740,Generation X
Bahamas,1997,female,35-54 years,0.0,34332,Bahamas1997,24740,Boomers
Bahamas,1997,female,5-14 years,0.0,28389,Bahamas1997,24740,Millenials
Bahamas,1997,female,55-74 years,0.0,14127,Bahamas1997,24740,Silent
Bahamas,1997,female,75+ years,0.0,3054,Bahamas1997,24740,G.I. Generation
Bahamas,1997,male,15-24 years,0.0,25815,Bahamas1997,24740,Generation X
Bahamas,1997,male,5-14 years,0.0,28929,Bahamas1997,24740,Millenials
Bahamas,1997,male,55-74 years,0.0,11798,Bahamas1997,24740,Silent
Bahamas,1997,male,75+ years,0.0,1847,Bahamas1997,24740,G.I. Generation
Bahamas,1998,male,25-34 years,2.0,24751,Bahamas1998,26269,Generation X
Bahamas,1998,male,35-54 years,1.0,33276,Bahamas1998,26269,Boomers
Bahamas,1998,female,15-24 years,0.0,25583,Bahamas1998,26269,Generation X
Bahamas,1998,female,25-34 years,0.0,25347,Bahamas1998,26269,Generation X
Bahamas,1998,female,35-54 years,0.0,36034,Bahamas1998,26269,Boomers
Bahamas,1998,female,5-14 years,0.0,28660,Bahamas1998,26269,Millenials
Bahamas,1998,female,55-74 years,0.0,14541,Bahamas1998,26269,Silent
Bahamas,1998,female,75+ years,0.0,3187,Bahamas1998,26269,G.I. Generation
Bahamas,1998,male,15-24 years,0.0,25619,Bahamas1998,26269,Generation X
Bahamas,1998,male,5-14 years,0.0,29048,Bahamas1998,26269,Millenials
Bahamas,1998,male,55-74 years,0.0,12140,Bahamas1998,26269,Silent
Bahamas,1998,male,75+ years,0.0,1939,Bahamas1998,26269,G.I. Generation
Bahamas,1999,male,25-34 years,3.0,24557,Bahamas1999,29019,Generation X
Bahamas,1999,female,25-34 years,1.0,25368,Bahamas1999,29019,Generation X
Bahamas,1999,male,15-24 years,1.0,25536,Bahamas1999,29019,Generation X
Bahamas,1999,male,35-54 years,1.0,34691,Bahamas1999,29019,Boomers
Bahamas,1999,female,15-24 years,0.0,25625,Bahamas1999,29019,Generation X
Bahamas,1999,female,35-54 years,0.0,37759,Bahamas1999,29019,Boomers
Bahamas,1999,female,5-14 years,0.0,29048,Bahamas1999,29019,Millenials
Bahamas,1999,female,55-74 years,0.0,14983,Bahamas1999,29019,Silent
Bahamas,1999,female,75+ years,0.0,3335,Bahamas1999,29019,G.I. Generation
Bahamas,1999,male,5-14 years,0.0,29327,Bahamas1999,29019,Millenials
Bahamas,1999,male,55-74 years,0.0,12526,Bahamas1999,29019,Silent
Bahamas,1999,male,75+ years,0.0,2036,Bahamas1999,29019,G.I. Generation
Bahamas,2000,male,25-34 years,4.0,24338,Bahamas2000,29942,Generation X
Bahamas,2000,male,35-54 years,5.0,36060,Bahamas2000,29942,Boomers
Bahamas,2000,female,55-74 years,1.0,15459,Bahamas2000,29942,Silent
Bahamas,2000,female,15-24 years,1.0,25774,Bahamas2000,29942,Generation X
Bahamas,2000,female,25-34 years,0.0,25314,Bahamas2000,29942,Generation X
Bahamas,2000,female,35-54 years,0.0,39420,Bahamas2000,29942,Boomers
Bahamas,2000,female,5-14 years,0.0,29453,Bahamas2000,29942,Millenials
Bahamas,2000,female,75+ years,0.0,3494,Bahamas2000,29942,G.I. Generation
Bahamas,2000,male,15-24 years,0.0,25606,Bahamas2000,29942,Generation X
Bahamas,2000,male,5-14 years,0.0,29702,Bahamas2000,29942,Millenials
Bahamas,2000,male,55-74 years,0.0,12981,Bahamas2000,29942,Silent
Bahamas,2000,male,75+ years,0.0,2137,Bahamas2000,29942,G.I. Generation
Bahamas,2001,male,35-54 years,1.0,37335,Bahamas2001,30122,Boomers
Bahamas,2001,female,15-24 years,0.0,26565,Bahamas2001,30122,Millenials
Bahamas,2001,female,25-34 years,0.0,25447,Bahamas2001,30122,Generation X
Bahamas,2001,female,35-54 years,0.0,40803,Bahamas2001,30122,Boomers
Bahamas,2001,female,5-14 years,0.0,29545,Bahamas2001,30122,Millenials
Bahamas,2001,female,55-74 years,0.0,16236,Bahamas2001,30122,Silent
Bahamas,2001,female,75+ years,0.0,3680,Bahamas2001,30122,Silent
Bahamas,2001,male,15-24 years,0.0,26361,Bahamas2001,30122,Millenials
Bahamas,2001,male,25-34 years,0.0,24515,Bahamas2001,30122,Generation X
Bahamas,2001,male,5-14 years,0.0,29815,Bahamas2001,30122,Millenials
Bahamas,2001,male,55-74 years,0.0,13606,Bahamas2001,30122,Silent
Bahamas,2001,male,75+ years,0.0,2232,Bahamas2001,30122,Silent
Bahamas,2002,male,15-24 years,2.0,27106,Bahamas2002,31432,Millenials
Bahamas,2002,male,35-54 years,1.0,38667,Bahamas2002,31432,Boomers
Bahamas,2002,female,15-24 years,0.0,27307,Bahamas2002,31432,Millenials
Bahamas,2002,female,25-34 years,0.0,25644,Bahamas2002,31432,Generation X
Bahamas,2002,female,35-54 years,0.0,42134,Bahamas2002,31432,Boomers
Bahamas,2002,female,5-14 years,0.0,29453,Bahamas2002,31432,Millenials
Bahamas,2002,female,55-74 years,0.0,17111,Bahamas2002,31432,Silent
Bahamas,2002,female,75+ years,0.0,3880,Bahamas2002,31432,Silent
Bahamas,2002,male,25-34 years,0.0,24798,Bahamas2002,31432,Generation X
Bahamas,2002,male,5-14 years,0.0,29792,Bahamas2002,31432,Millenials
Bahamas,2002,male,55-74 years,0.0,14336,Bahamas2002,31432,Silent
Bahamas,2002,male,75+ years,0.0,2327,Bahamas2002,31432,Silent
Bahamas,2003,male,35-54 years,1.0,40113,Bahamas2003,30704,Boomers
Bahamas,2003,female,15-24 years,0.0,27919,Bahamas2003,30704,Millenials
Bahamas,2003,female,25-34 years,0.0,25941,Bahamas2003,30704,Generation X
Bahamas,2003,female,35-54 years,0.0,43511,Bahamas2003,30704,Boomers
Bahamas,2003,female,5-14 years,0.0,29130,Bahamas2003,30704,Millenials
Bahamas,2003,female,55-74 years,0.0,18079,Bahamas2003,30704,Silent
Bahamas,2003,female,75+ years,0.0,4092,Bahamas2003,30704,Silent
Bahamas,2003,male,15-24 years,0.0,27766,Bahamas2003,30704,Millenials
Bahamas,2003,male,25-34 years,0.0,25200,Bahamas2003,30704,Generation X
Bahamas,2003,male,5-14 years,0.0,29553,Bahamas2003,30704,Millenials
Bahamas,2003,male,55-74 years,0.0,15166,Bahamas2003,30704,Silent
Bahamas,2003,male,75+ years,0.0,2418,Bahamas2003,30704,Silent
Bahamas,2004,male,15-24 years,1.0,28309,Bahamas2004,30671,Millenials
Bahamas,2004,male,35-54 years,1.0,41662,Bahamas2004,30671,Boomers
Bahamas,2004,female,15-24 years,0.0,28385,Bahamas2004,30671,Millenials
Bahamas,2004,female,25-34 years,0.0,26367,Bahamas2004,30671,Generation X
Bahamas,2004,female,35-54 years,0.0,44948,Bahamas2004,30671,Boomers
Bahamas,2004,female,5-14 years,0.0,28634,Bahamas2004,30671,Millenials
Bahamas,2004,female,55-74 years,0.0,19143,Bahamas2004,30671,Silent
Bahamas,2004,female,75+ years,0.0,4327,Bahamas2004,30671,Silent
Bahamas,2004,male,25-34 years,0.0,25733,Bahamas2004,30671,Generation X
Bahamas,2004,male,5-14 years,0.0,29136,Bahamas2004,30671,Millenials
Bahamas,2004,male,55-74 years,0.0,16082,Bahamas2004,30671,Silent
Bahamas,2004,male,75+ years,0.0,2511,Bahamas2004,30671,Silent
Bahamas,2005,male,25-34 years,1.0,26366,Bahamas2005,32596,Generation X
Bahamas,2005,female,25-34 years,1.0,26917,Bahamas2005,32596,Generation X
Bahamas,2005,male,5-14 years,1.0,28690,Bahamas2005,32596,Millenials
Bahamas,2005,male,35-54 years,1.0,43193,Bahamas2005,32596,Boomers
Bahamas,2005,female,15-24 years,0.0,28757,Bahamas2005,32596,Millenials
Bahamas,2005,female,35-54 years,0.0,46362,Bahamas2005,32596,Boomers
Bahamas,2005,female,5-14 years,0.0,28118,Bahamas2005,32596,Millenials
Bahamas,2005,female,55-74 years,0.0,20307,Bahamas2005,32596,Silent
Bahamas,2005,female,75+ years,0.0,4589,Bahamas2005,32596,Silent
Bahamas,2005,male,15-24 years,0.0,28762,Bahamas2005,32596,Millenials
Bahamas,2005,male,55-74 years,0.0,17085,Bahamas2005,32596,Silent
Bahamas,2005,male,75+ years,0.0,2617,Bahamas2005,32596,Silent
Bahamas,2006,male,15-24 years,1.0,29472,Bahamas2006,32957,Millenials
Bahamas,2006,male,35-54 years,1.0,44490,Bahamas2006,32957,Boomers
Bahamas,2006,female,15-24 years,0.0,29420,Bahamas2006,32957,Millenials
Bahamas,2006,female,25-34 years,0.0,27172,Bahamas2006,32957,Generation X
Bahamas,2006,female,35-54 years,0.0,47679,Bahamas2006,32957,Boomers
Bahamas,2006,female,5-14 years,0.0,28256,Bahamas2006,32957,Millenials
Bahamas,2006,female,55-74 years,0.0,21081,Bahamas2006,32957,Silent
Bahamas,2006,female,75+ years,0.0,4817,Bahamas2006,32957,Silent
Bahamas,2006,male,25-34 years,0.0,26713,Bahamas2006,32957,Generation X
Bahamas,2006,male,5-14 years,0.0,28912,Bahamas2006,32957,Millenials
Bahamas,2006,male,55-74 years,0.0,17743,Bahamas2006,32957,Silent
Bahamas,2006,male,75+ years,0.0,2744,Bahamas2006,32957,Silent
Bahamas,2007,male,35-54 years,2.0,45790,Bahamas2007,33710,Boomers
Bahamas,2007,male,25-34 years,1.0,27047,Bahamas2007,33710,Generation X
Bahamas,2007,male,15-24 years,1.0,30182,Bahamas2007,33710,Millenials
Bahamas,2007,female,35-54 years,1.0,48976,Bahamas2007,33710,Boomers
Bahamas,2007,female,15-24 years,0.0,30101,Bahamas2007,33710,Millenials
Bahamas,2007,female,25-34 years,0.0,27419,Bahamas2007,33710,Generation X
Bahamas,2007,female,5-14 years,0.0,28225,Bahamas2007,33710,Generation Z
Bahamas,2007,female,55-74 years,0.0,21936,Bahamas2007,33710,Silent
Bahamas,2007,female,75+ years,0.0,5046,Bahamas2007,33710,Silent
Bahamas,2007,male,5-14 years,0.0,28953,Bahamas2007,33710,Generation Z
Bahamas,2007,male,55-74 years,0.0,18460,Bahamas2007,33710,Silent
Bahamas,2007,male,75+ years,0.0,2854,Bahamas2007,33710,Silent
Bahamas,2008,male,25-34 years,1.0,27416,Bahamas2008,32746,Generation X
Bahamas,2008,male,5-14 years,1.0,28759,Bahamas2008,32746,Generation Z
Bahamas,2008,male,15-24 years,1.0,30842,Bahamas2008,32746,Millenials
Bahamas,2008,male,35-54 years,1.0,47227,Bahamas2008,32746,Boomers
Bahamas,2008,female,15-24 years,0.0,30739,Bahamas2008,32746,Millenials
Bahamas,2008,female,25-34 years,0.0,27705,Bahamas2008,32746,Generation X
Bahamas,2008,female,35-54 years,0.0,50385,Bahamas2008,32746,Boomers
Bahamas,2008,female,5-14 years,0.0,27972,Bahamas2008,32746,Generation Z
Bahamas,2008,female,55-74 years,0.0,22905,Bahamas2008,32746,Silent
Bahamas,2008,female,75+ years,0.0,5272,Bahamas2008,32746,Silent
Bahamas,2008,male,55-74 years,0.0,19279,Bahamas2008,32746,Silent
Bahamas,2008,male,75+ years,0.0,2946,Bahamas2008,32746,Silent
Bahamas,2009,male,15-24 years,2.0,31432,Bahamas2009,30450,Millenials
Bahamas,2009,male,35-54 years,2.0,48784,Bahamas2009,30450,Boomers
Bahamas,2009,male,25-34 years,1.0,27862,Bahamas2009,30450,Generation X
Bahamas,2009,female,35-54 years,1.0,51877,Bahamas2009,30450,Boomers
Bahamas,2009,female,15-24 years,0.0,31298,Bahamas2009,30450,Millenials
Bahamas,2009,female,25-34 years,0.0,28059,Bahamas2009,30450,Generation X
Bahamas,2009,female,5-14 years,0.0,27474,Bahamas2009,30450,Generation Z
Bahamas,2009,female,55-74 years,0.0,23987,Bahamas2009,30450,Silent
Bahamas,2009,female,75+ years,0.0,5515,Bahamas2009,30450,Silent
Bahamas,2009,male,5-14 years,0.0,28311,Bahamas2009,30450,Generation Z
Bahamas,2009,male,55-74 years,0.0,20196,Bahamas2009,30450,Silent
Bahamas,2009,male,75+ years,0.0,3018,Bahamas2009,30450,Silent
Bahamas,2010,male,75+ years,1.0,3090,Bahamas2010,30239,Silent
Bahamas,2010,female,15-24 years,2.0,31792,Bahamas2010,30239,Millenials
Bahamas,2010,male,35-54 years,3.0,50326,Bahamas2010,30239,Generation X
Bahamas,2010,male,55-74 years,1.0,21188,Bahamas2010,30239,Silent
Bahamas,2010,female,55-74 years,1.0,25150,Bahamas2010,30239,Silent
Bahamas,2010,male,15-24 years,1.0,31968,Bahamas2010,30239,Millenials
Bahamas,2010,female,35-54 years,1.0,53312,Bahamas2010,30239,Generation X
Bahamas,2010,female,25-34 years,0.0,28521,Bahamas2010,30239,Generation X
Bahamas,2010,female,5-14 years,0.0,26732,Bahamas2010,30239,Generation Z
Bahamas,2010,female,75+ years,0.0,5772,Bahamas2010,30239,Silent
Bahamas,2010,male,25-34 years,0.0,28398,Bahamas2010,30239,Generation X
Bahamas,2010,male,5-14 years,0.0,27620,Bahamas2010,30239,Generation Z
Bahamas,2011,male,55-74 years,1.0,22178,Bahamas2011,29761,Boomers
Bahamas,2011,female,25-34 years,1.0,29138,Bahamas2011,29761,Millenials
Bahamas,2011,male,15-24 years,1.0,32343,Bahamas2011,29761,Millenials
Bahamas,2011,male,35-54 years,1.0,50932,Bahamas2011,29761,Generation X
Bahamas,2011,female,15-24 years,0.0,32120,Bahamas2011,29761,Millenials
Bahamas,2011,female,35-54 years,0.0,53821,Bahamas2011,29761,Generation X
Bahamas,2011,female,5-14 years,0.0,26108,Bahamas2011,29761,Generation Z
Bahamas,2011,female,55-74 years,0.0,26262,Bahamas2011,29761,Boomers
Bahamas,2011,female,75+ years,0.0,6106,Bahamas2011,29761,Silent
Bahamas,2011,male,25-34 years,0.0,28997,Bahamas2011,29761,Millenials
Bahamas,2011,male,5-14 years,0.0,27054,Bahamas2011,29761,Generation Z
Bahamas,2011,male,75+ years,0.0,3324,Bahamas2011,29761,Silent
Bahamas,2012,male,15-24 years,2.0,32716,Bahamas2012,31204,Millenials
Bahamas,2012,male,35-54 years,2.0,51466,Bahamas2012,31204,Generation X
Bahamas,2012,female,35-54 years,1.0,54245,Bahamas2012,31204,Generation X
Bahamas,2012,female,15-24 years,0.0,32430,Bahamas2012,31204,Millenials
Bahamas,2012,female,25-34 years,0.0,29909,Bahamas2012,31204,Millenials
Bahamas,2012,female,5-14 years,0.0,25670,Bahamas2012,31204,Generation Z
Bahamas,2012,female,55-74 years,0.0,27444,Bahamas2012,31204,Boomers
Bahamas,2012,female,75+ years,0.0,6463,Bahamas2012,31204,Silent
Bahamas,2012,male,25-34 years,0.0,29740,Bahamas2012,31204,Millenials
Bahamas,2012,male,5-14 years,0.0,26675,Bahamas2012,31204,Generation Z
Bahamas,2012,male,55-74 years,0.0,23216,Bahamas2012,31204,Boomers
Bahamas,2012,male,75+ years,0.0,3584,Bahamas2012,31204,Silent
Bahamas,2013,male,55-74 years,2.0,24298,Bahamas2013,30455,Boomers
Bahamas,2013,male,35-54 years,2.0,51912,Bahamas2013,30455,Generation X
Bahamas,2013,female,35-54 years,1.0,54567,Bahamas2013,30455,Generation X
Bahamas,2013,female,15-24 years,0.0,32613,Bahamas2013,30455,Millenials
Bahamas,2013,female,25-34 years,0.0,30751,Bahamas2013,30455,Millenials
Bahamas,2013,female,5-14 years,0.0,25435,Bahamas2013,30455,Generation Z
Bahamas,2013,female,55-74 years,0.0,28689,Bahamas2013,30455,Boomers
Bahamas,2013,female,75+ years,0.0,6828,Bahamas2013,30455,Silent
Bahamas,2013,male,15-24 years,0.0,32971,Bahamas2013,30455,Millenials
Bahamas,2013,male,25-34 years,0.0,30545,Bahamas2013,30455,Millenials
Bahamas,2013,male,5-14 years,0.0,26496,Bahamas2013,30455,Generation Z
Bahamas,2013,male,75+ years,0.0,3854,Bahamas2013,30455,Silent
Bahrain,1985,male,25-34 years,7.0,67600,Bahrain1985,9980,Boomers
Bahrain,1985,male,35-54 years,3.0,49700,Bahrain1985,9980,Silent
Bahrain,1985,female,35-54 years,1.0,26900,Bahrain1985,9980,Silent
Bahrain,1985,female,15-24 years,0.0,37800,Bahrain1985,9980,Generation X
Bahrain,1985,female,25-34 years,0.0,27600,Bahrain1985,9980,Boomers
Bahrain,1985,female,5-14 years,0.0,41400,Bahrain1985,9980,Generation X
Bahrain,1985,female,55-74 years,0.0,8700,Bahrain1985,9980,G.I. Generation
Bahrain,1985,female,75+ years,0.0,1500,Bahrain1985,9980,G.I. Generation
Bahrain,1985,male,15-24 years,0.0,49700,Bahrain1985,9980,Generation X
Bahrain,1985,male,5-14 years,0.0,42000,Bahrain1985,9980,Generation X
Bahrain,1985,male,55-74 years,0.0,11600,Bahrain1985,9980,G.I. Generation
Bahrain,1985,male,75+ years,0.0,1400,Bahrain1985,9980,G.I. Generation
Bahrain,1987,male,55-74 years,1.0,11800,Bahrain1987,9321,G.I. Generation
Bahrain,1987,male,35-54 years,3.0,47700,Bahrain1987,9321,Silent
Bahrain,1987,male,25-34 years,3.0,63900,Bahrain1987,9321,Boomers
Bahrain,1987,female,25-34 years,1.0,27500,Bahrain1987,9321,Boomers
Bahrain,1987,female,15-24 years,1.0,38600,Bahrain1987,9321,Generation X
Bahrain,1987,female,35-54 years,0.0,27300,Bahrain1987,9321,Silent
Bahrain,1987,female,5-14 years,0.0,42500,Bahrain1987,9321,Generation X
Bahrain,1987,female,55-74 years,0.0,8900,Bahrain1987,9321,G.I. Generation
Bahrain,1987,female,75+ years,0.0,1500,Bahrain1987,9321,G.I. Generation
Bahrain,1987,male,15-24 years,0.0,49400,Bahrain1987,9321,Generation X
